STATECD,UNITCD,COUNTYCD,COUNTYNM,CN,CREATED_BY,CREATED_DATE,CREATED_IN_INSTANCE,MODIFIED_BY,MODIFIED_DATE,MODIFIED_IN_INSTANCE
28,1,83,Leflore,970010478,NIMS_DEV,2002-04-23 07:29:47,10478,NIMS_CHARLES_2_1,2005-03-22 11:16:35,333
28,1,119,Quitman,988010478,NIMS_DEV,2002-04-23 07:29:50,10478,NIMS_CHARLES_2_1,2005-03-22 11:16:35,333
28,1,125,Sharkey,991010478,NIMS_DEV,2002-04-23 07:29:50,10478,NIMS_CHARLES_2_1,2005-03-22 11:16:35,333
28,1,133,Sunflower,995010478,NIMS_DEV,2002-04-23 07:29:51,10478,NIMS_CHARLES_2_1,2005-03-22 11:16:35,333
28,1,135,Tallahatchie,996010478,NIMS_DEV,2002-04-23 07:29:51,10478,NIMS_CHARLES_2_1,2005-03-22 11:16:35,333
28,1,143,Tunica,1000010478,NIMS_DEV,2002-04-23 07:29:51,10478,NIMS_CHARLES_2_1,2005-03-22 11:16:35,333
28,1,149,Warren,1003010478,NIMS_DEV,2002-04-23 07:29:51,10478,NIMS_CHARLES_2_1,2005-03-22 11:16:35,333
28,1,151,Washington,1004010478,NIMS_DEV,2002-04-23 07:29:51,10478,NIMS_CHARLES_2_1,2005-03-22 11:16:35,333
28,1,163,Yazoo,1010010478,NIMS_DEV,2002-04-23 07:29:51,10478,NIMS_CHARLES_2_1,2005-03-22 11:16:35,333
28,2,3,Alcorn,930010478,NIMS_DEV,2002-04-23 07:29:47,10478,NIMS_CHARLES_2_1,2005-03-22 11:16:35,333
28,2,9,Benton,933010478,NIMS_DEV,2002-04-23 07:29:47,10478,NIMS_CHARLES_2_1,2005-03-22 11:16:35,333
28,2,13,Calhoun,935010478,NIMS_DEV,2002-04-23 07:29:47,10478,NIMS_CHARLES_2_1,2005-03-22 11:16:35,333
28,2,15,Carroll,936010478,NIMS_DEV,2002-04-23 07:29:47,10478,NIMS_CHARLES_2_1,2005-03-22 11:16:35,333
28,2,17,Chickasaw,937010478,NIMS_DEV,2002-04-23 07:29:47,10478,NIMS_CHARLES_2_1,2005-03-22 11:16:35,333
28,2,19,Choctaw,938010478,NIMS_DEV,2002-04-23 07:29:47,10478,NIMS_CHARLES_2_1,2005-03-22 11:16:35,333
28,2,25,Clay,941010478,NIMS_DEV,2002-04-23 07:29:47,10478,NIMS_CHARLES_2_1,2005-03-22 11:16:35,333
28,2,33,DeSoto,945010478,NIMS_DEV,2002-04-23 07:29:47,10478,NIMS_DEV,2002-04-24 05:27:40,10478
28,2,43,Grenada,950010478,NIMS_DEV,2002-04-23 07:29:47,10478,NIMS_CHARLES_2_1,2005-03-22 11:16:35,333
28,2,57,Itawamba,957010478,NIMS_DEV,2002-04-23 07:29:47,10478,NIMS_CHARLES_2_1,2005-03-22 11:16:35,333
28,2,71,Lafayette,964010478,NIMS_DEV,2002-04-23 07:29:47,10478,NIMS_CHARLES_2_1,2005-03-22 11:16:35,333
28,2,81,Lee,969010478,NIMS_DEV,2002-04-23 07:29:47,10478,NIMS_CHARLES_2_1,2005-03-22 11:16:35,333
28,2,87,Lowndes,972010478,NIMS_DEV,2002-04-23 07:29:47,10478,NIMS_CHARLES_2_1,2005-03-22 11:16:35,333
28,2,93,Marshall,975010478,NIMS_DEV,2002-04-23 07:29:47,10478,NIMS_CHARLES_2_1,2005-03-22 11:16:35,333
28,2,95,Monroe,976010478,NIMS_DEV,2002-04-23 07:29:47,10478,NIMS_CHARLES_2_1,2005-03-22 11:16:35,333
28,2,97,Montgomery,977010478,NIMS_DEV,2002-04-23 07:29:47,10478,NIMS_CHARLES_2_1,2005-03-22 11:16:35,333
28,2,105,Oktibbeha,981010478,NIMS_DEV,2002-04-23 07:29:48,10478,NIMS_CHARLES_2_1,2005-03-22 11:16:35,333
28,2,107,Panola,982010478,NIMS_DEV,2002-04-23 07:29:48,10478,NIMS_CHARLES_2_1,2005-03-22 11:16:35,333
28,2,115,Pontotoc,986010478,NIMS_DEV,2002-04-23 07:29:50,10478,NIMS_CHARLES_2_1,2005-03-22 11:16:35,333
28,2,117,Prentiss,987010478,NIMS_DEV,2002-04-23 07:29:50,10478,NIMS_CHARLES_2_1,2005-03-22 11:16:35,333
28,2,137,Tate,997010478,NIMS_DEV,2002-04-23 07:29:51,10478,NIMS_CHARLES_2_1,2005-03-22 11:16:35,333
28,2,139,Tippah,998010478,NIMS_DEV,2002-04-23 07:29:51,10478,NIMS_CHARLES_2_1,2005-03-22 11:16:35,333
28,2,141,Tishomingo,999010478,NIMS_DEV,2002-04-23 07:29:51,10478,NIMS_CHARLES_2_1,2005-03-22 11:16:35,333
28,2,145,Union,1001010478,NIMS_DEV,2002-04-23 07:29:51,10478,NIMS_CHARLES_2_1,2005-03-22 11:16:35,333
28,2,155,Webster,1006010478,NIMS_DEV,2002-04-23 07:29:51,10478,NIMS_CHARLES_2_1,2005-03-22 11:16:35,333
28,2,161,Yalobusha,1009010478,NIMS_DEV,2002-04-23 07:29:51,10478,NIMS_CHARLES_2_1,2005-03-22 11:16:35,333
28,3,7,Attala,932010478,NIMS_DEV,2002-04-23 07:29:47,10478,NIMS_CHARLES_2_1,2005-03-22 11:16:35,333
28,3,23,Clarke,940010478,NIMS_DEV,2002-04-23 07:29:47,10478,NIMS_CHARLES_2_1,2005-03-22 11:16:35,333
28,3,61,Jasper,959010478,NIMS_DEV,2002-04-23 07:29:47,10478,NIMS_CHARLES_2_1,2005-03-22 11:16:35,333
28,3,69,Kemper,963010478,NIMS_DEV,2002-04-23 07:29:47,10478,NIMS_CHARLES_2_1,2005-03-22 11:16:35,333
28,3,75,Lauderdale,966010478,NIMS_DEV,2002-04-23 07:29:47,10478,NIMS_CHARLES_2_1,2005-03-22 11:16:35,333
28,3,79,Leake,968010478,NIMS_DEV,2002-04-23 07:29:47,10478,NIMS_CHARLES_2_1,2005-03-22 11:16:35,333
28,3,99,Neshoba,978010478,NIMS_DEV,2002-04-23 07:29:47,10478,NIMS_CHARLES_2_1,2005-03-22 11:16:35,333
28,3,101,Newton,979010478,NIMS_DEV,2002-04-23 07:29:47,10478,NIMS_DEV,2002-04-24 05:31:34,10478
28,3,103,Noxubee,980010478,NIMS_DEV,2002-04-23 07:29:48,10478,NIMS_CHARLES_2_1,2005-03-22 11:16:35,333
28,3,121,Rankin,989010478,NIMS_DEV,2002-04-23 07:29:50,10478,NIMS_CHARLES_2_1,2005-03-22 11:16:35,333
28,3,123,Scott,990010478,NIMS_DEV,2002-04-23 07:29:50,10478,NIMS_CHARLES_2_1,2005-03-22 11:16:35,333
28,3,127,Simpson,992010478,NIMS_DEV,2002-04-23 07:29:50,10478,NIMS_CHARLES_2_1,2005-03-22 11:16:35,333
28,3,129,Smith,993010478,NIMS_DEV,2002-04-23 07:29:51,10478,NIMS_CHARLES_2_1,2005-03-22 11:16:35,333
28,3,159,Winston,1008010478,NIMS_DEV,2002-04-23 07:29:51,10478,NIMS_CHARLES_2_1,2005-03-22 11:16:35,333
28,4,31,Covington,944010478,NIMS_DEV,2002-04-23 07:29:47,10478,NIMS_CHARLES_2_1,2005-03-22 11:16:35,333
28,4,35,Forrest,946010478,NIMS_DEV,2002-04-23 07:29:47,10478,NIMS_CHARLES_2_1,2005-03-22 11:16:35,333
28,4,39,George,948010478,NIMS_DEV,2002-04-23 07:29:47,10478,NIMS_CHARLES_2_1,2005-03-22 11:16:35,333
28,4,41,Greene,949010478,NIMS_DEV,2002-04-23 07:29:47,10478,NIMS_CHARLES_2_1,2005-03-22 11:16:35,333
28,4,45,Hancock,951010478,NIMS_DEV,2002-04-23 07:29:47,10478,NIMS_CHARLES_2_1,2005-03-22 11:16:35,333
28,4,47,Harrison,952010478,NIMS_DEV,2002-04-23 07:29:47,10478,NIMS_CHARLES_2_1,2005-03-22 11:16:35,333
28,4,59,Jackson,958010478,NIMS_DEV,2002-04-23 07:29:47,10478,NIMS_CHARLES_2_1,2005-03-22 11:16:35,333
28,4,65,Jefferson Davis,961010478,NIMS_DEV,2002-04-23 07:29:47,10478,NIMS_DEV,2002-04-24 05:31:00,10478
28,4,67,Jones,962010478,NIMS_DEV,2002-04-23 07:29:47,10478,NIMS_CHARLES_2_1,2005-03-22 11:16:35,333
28,4,73,Lamar,965010478,NIMS_DEV,2002-04-23 07:29:47,10478,NIMS_CHARLES_2_1,2005-03-22 11:16:35,333
28,4,77,Lawrence,967010478,NIMS_DEV,2002-04-23 07:29:47,10478,NIMS_CHARLES_2_1,2005-03-22 11:16:35,333
28,4,91,Marion,974010478,NIMS_DEV,2002-04-23 07:29:47,10478,NIMS_CHARLES_2_1,2005-03-22 11:16:35,333
28,4,109,Pearl River,983010478,NIMS_DEV,2002-04-23 07:29:48,10478,NIMS_CHARLES_2_1,2005-03-22 11:16:35,333
28,4,111,Perry,984010478,NIMS_DEV,2002-04-23 07:29:48,10478,NIMS_CHARLES_2_1,2005-03-22 11:16:35,333
28,4,131,Stone,994010478,NIMS_DEV,2002-04-23 07:29:51,10478,NIMS_CHARLES_2_1,2005-03-22 11:16:35,333
28,4,147,Walthall,1002010478,NIMS_DEV,2002-04-23 07:29:51,10478,NIMS_CHARLES_2_1,2005-03-22 11:16:35,333
28,4,153,Wayne,1005010478,NIMS_DEV,2002-04-23 07:29:51,10478,NIMS_CHARLES_2_1,2005-03-22 11:16:35,333
28,5,1,Adams,929010478,NIMS_DEV,2002-04-23 07:29:47,10478,NIMS_CHARLES_2_1,2005-03-22 11:16:35,333
28,5,5,Amite,931010478,NIMS_DEV,2002-04-23 07:29:47,10478,NIMS_CHARLES_2_1,2005-03-22 11:16:35,333
28,5,21,Claiborne,939010478,NIMS_DEV,2002-04-23 07:29:47,10478,NIMS_CHARLES_2_1,2005-03-22 11:16:35,333
28,5,29,Copiah,943010478,NIMS_DEV,2002-04-23 07:29:47,10478,NIMS_CHARLES_2_1,2005-03-22 11:16:35,333
28,5,37,Franklin,947010478,NIMS_DEV,2002-04-23 07:29:47,10478,NIMS_CHARLES_2_1,2005-03-22 11:16:35,333
28,5,49,Hinds,953010478,NIMS_DEV,2002-04-23 07:29:47,10478,NIMS_CHARLES_2_1,2005-03-22 11:16:35,333
28,5,63,Jefferson,960010478,NIMS_DEV,2002-04-23 07:29:47,10478,NIMS_CHARLES_2_1,2005-03-22 11:16:35,333
28,5,85,Lincoln,971010478,NIMS_DEV,2002-04-23 07:29:47,10478,NIMS_CHARLES_2_1,2005-03-22 11:16:35,333
28,5,89,Madison,973010478,NIMS_DEV,2002-04-23 07:29:47,10478,NIMS_CHARLES_2_1,2005-03-22 11:16:35,333
28,5,113,Pike,985010478,NIMS_DEV,2002-04-23 07:29:50,10478,NIMS_CHARLES_2_1,2005-03-22 11:16:35,333
