CN,PLT_CN,PSS_CN
1490994524290487,352769731489998,1490993141290487
1490994441290487,352769542489998,1490993141290487
1490994501290487,352769608489998,1490993141290487
1490994483290487,352769612489998,1490993141290487
1490994437290487,352769389489998,1490993141290487
1490994572290487,352769450489998,1490993141290487
1490994481290487,352769454489998,1490993141290487
1490994547290487,352769458489998,1490993141290487
1490994537290487,352769463489998,1490993141290487
1490994550290487,559740577126144,1490993141290487
1490994511290487,352769684489998,1490993141290487
1490994451290487,781816978290487,1490993141290487
1490994529290487,781817037290487,1490993141290487
1490994446290487,781817055290487,1490993141290487
1490994469290487,781817058290487,1490993141290487
1490994571290487,781817061290487,1490993141290487
1490994566290487,352769540489998,1490993141290487
1490994527290487,992948016290487,1490993141290487
1490994467290487,992948046290487,1490993141290487
1490994466290487,992948049290487,1490993141290487
1490994545290487,992948064290487,1490993141290487
1490994443290487,992948067290487,1490993141290487
1490994569290487,992948070290487,1490993141290487
1490994498290487,559740567126144,1490993141290487
1490994433290487,781817049290487,1490993141290487
1490994546290487,992948040290487,1490993141290487
1490994471290487,781817005290487,1490993141290487
1490994482290487,352769469489998,1490993141290487
1490994730290487,352769815489998,1490993142290487
1490994605290487,352769529489998,1490993142290487
1490994745290487,352769531489998,1490993142290487
1490994778290487,352769597489998,1490993142290487
1490994701290487,352769387489998,1490993142290487
1490994775290487,352769395489998,1490993142290487
1490994653290487,352769455489998,1490993142290487
1490994770290487,352769466489998,1490993142290487
1490994705290487,352769471489998,1490993142290487
1490994641290487,559740557126144,1490993142290487
1490994695290487,559740559126144,1490993142290487
1490994617290487,559740571126144,1490993142290487
1490994618290487,559740545126144,1490993142290487
1490994755290487,352769459489998,1490993142290487
1490994737290487,781817008290487,1490993142290487
1490994614290487,781817031290487,1490993142290487
1490994713290487,781817034290487,1490993142290487
1490994590290487,992948022290487,1490993142290487
1490994700290487,352769451489998,1490993142290487
826503053290487,352769683489998,826498668290487
826503027290487,352769749489998,826498668290487
826502973290487,352769803489998,826498668290487
826502977290487,352769807489998,826498668290487
826503106290487,352769521489998,826498668290487
826503241290487,352769680489998,826498669290487
826503242290487,352769681489998,826498669290487
826503244290487,352769683489998,826498669290487
826503200290487,352769731489998,826498669290487
826503203290487,352769734489998,826498669290487
826503225290487,352769664489998,826498669290487
826503294290487,352769520489998,826498669290487
826503302290487,352769528489998,826498669290487
826503309290487,352769536489998,826498669290487
826503312290487,352769539489998,826498669290487
826503322290487,352769590489998,826498669290487
826503252290487,352769389489998,826498669290487
826503254290487,352769391489998,826498669290487
826503265290487,352769404489998,826498669290487
826503268290487,352769407489998,826498669290487
826503293290487,352769519489998,826498669290487
826503317290487,352769585489998,826498669290487
826503343290487,352769615489998,826498669290487
826503285290487,352769465489998,826498669290487
826503239290487,352769678489998,826498669290487
826503177290487,352769816489998,826498669290487
826503184290487,352769823489998,826498669290487
826503288290487,352769469489998,826498669290487
826503296290487,352769522489998,826498669290487
826503204290487,352769735489998,826498669290487
826503108290487,352769523489998,826498668290487
826503114290487,352769529489998,826498668290487
826503119290487,352769535489998,826498668290487
826503139290487,352769596489998,826498668290487
826503145290487,352769602489998,826498668290487
826503152290487,352769609489998,826498668290487
826503154290487,352769611489998,826498668290487
826503061290487,352769389489998,826498668290487
826503069290487,352769399489998,826498668290487
826503077290487,352769407489998,826498668290487
826503090290487,352769460489998,826498668290487
826503097290487,352769468489998,826498668290487
826503075290487,352769405489998,826498668290487
826503094290487,352769465489998,826498668290487
826502989290487,352769819489998,826498668290487
826502983290487,352769813489998,826498668290487
826502982290487,352769812489998,826498668290487
826503048290487,352769678489998,826498668290487
826503001290487,352769723489998,826498668290487
826503013290487,352769735489998,826498668290487
826503878290487,352769680489998,826498671290487
826503880290487,352769682489998,826498671290487
826503832290487,352769726489998,826498671290487
826503850290487,352769744489998,826498671290487
826503808290487,352769810489998,826498671290487
826503947290487,352769535489998,826498671290487
826503951290487,352769539489998,826498671290487
826503964290487,352769593489998,826498671290487
826503970290487,352769601489998,826498671290487
826503976290487,352769608489998,826498671290487
826503889290487,352769389489998,826498671290487
826503892290487,352769392489998,826498671290487
826503902290487,352769402489998,826498671290487
826503928290487,352769470489998,826498671290487
826503806290487,352769808489998,826498671290487
826503972290487,352769603489998,826498671290487
826503841290487,352769735489998,826498671290487
826503472290487,352769685489998,826498670290487
826503466290487,352769673489998,826498670290487
826503467290487,352769675489998,826498670290487
826503452290487,352769749489998,826498670290487
826503410290487,352769814489998,826498670290487
826503520290487,352769527489998,826498670290487
826503524290487,352769535489998,826498670290487
826503527290487,352769539489998,826498670290487
826503529290487,352769541489998,826498670290487
826503548290487,352769608489998,826498670290487
826503549290487,352769609489998,826498670290487
826503550290487,352769611489998,826498670290487
826503478290487,352769389489998,826498670290487
826503486290487,352769402489998,826498670290487
826503497290487,352769454489998,826498670290487
826503506290487,352769466489998,826498670290487
826503510290487,352769471489998,826498670290487
826503532290487,352769585489998,826498670290487
826503554290487,352769615489998,826498670290487
826503400290487,352769802489998,826498670290487
826503444290487,352769741489998,826498670290487
826503405290487,352769808489998,826498670290487
826503523290487,352769532489998,826498670290487
826503531290487,352769543489998,826498670290487
826503425290487,352769721489998,826498670290487
826503427290487,352769723489998,826498670290487
1268196604290487,352769685489998,1268180335290487
1268196599290487,352769521489998,1268180335290487
1268196553290487,352769524489998,1268180335290487
1268196644290487,352769607489998,1268180335290487
1268196596290487,352769387489998,1268180335290487
1268196546290487,352769392489998,1268180335290487
1268196639290487,352769402489998,1268180335290487
1268196578290487,352769407489998,1268180335290487
1268196547290487,352769455489998,1268180335290487
1268196513290487,559740565126144,1268180335290487
1268196581290487,352769684489998,1268180335290487
1268196662290487,781816993290487,1268180335290487
1268196632290487,781817002290487,1268180335290487
1268196607290487,781817037290487,1268180335290487
1268196658290487,781817046290487,1268180335290487
1268196611290487,781817052290487,1268180335290487
1268196677290487,352769662489998,1268180335290487
1268196511290487,352769516489998,1268180335290487
1268196655290487,352769679489998,1268180335290487
1268196521290487,352769613489998,1268180335290487
1268196533290487,352769461489998,1268180335290487
1268196587290487,781816981290487,1268180335290487
1268196525290487,352769543489998,1268180335290487
1268196603290487,352769665489998,1268180335290487
1268196791290487,352769682489998,1268180336290487
1268196796290487,352769731489998,1268180336290487
1268196712290487,352769515489998,1268180336290487
1268196740290487,352769518489998,1268180336290487
1268196745290487,352769524489998,1268180336290487
1268196830290487,352769531489998,1268180336290487
1268196855290487,352769587489998,1268180336290487
1268196765290487,352769390489998,1268180336290487
1268196862290487,352769411489998,1268180336290487
1268196829290487,352769452489998,1268180336290487
1268196739290487,352769455489998,1268180336290487
1268196819290487,352769458489998,1268180336290487
1268196831290487,352769462489998,1268180336290487
1268196755290487,559740541126144,1268180336290487
1268196682290487,559740551126144,1268180336290487
1268196824290487,559740573126144,1268180336290487
1268196756290487,559740581126144,1268180336290487
1268196773290487,352769684489998,1268180336290487
1268196678290487,781816987290487,1268180336290487
1268196702290487,781816990290487,1268180336290487
1268196698290487,781817055290487,1268180336290487
1268196750290487,781817064290487,1268180336290487
1268196706290487,352769516489998,1268180336290487
1268196785290487,352769451489998,1268180336290487
1268196742290487,352769469489998,1268180336290487
1268196747290487,352769522489998,1268180336290487
1268196903290487,352769676489998,1268180337290487
1268196876290487,352769529489998,1268180337290487
1268196942290487,352769537489998,1268180337290487
1268197011290487,352769587489998,1268180337290487
1268196935290487,352769601489998,1268180337290487
1268196975290487,352769457489998,1268180337290487
1268196874290487,352769470489998,1268180337290487
1268196934290487,559740535126144,1268180337290487
1268196950290487,559740559126144,1268180337290487
1268196887290487,781816978290487,1268180337290487
1268196866290487,781816987290487,1268180337290487
1268197006290487,781816993290487,1268180337290487
1268196885290487,781817031290487,1268180337290487
1268196882290487,781817055290487,1268180337290487
1268196896290487,352769613489998,1268180337290487
1268196965290487,781817043290487,1268180337290487
1268197135290487,352769682489998,1268180338290487
1268197084290487,352769518489998,1268180338290487
1268197178290487,352769520489998,1268180338290487
1268197151290487,352769525489998,1268180338290487
1268197033290487,352769530489998,1268180338290487
1268197057290487,352769536489998,1268180338290487
1268197112290487,352769537489998,1268180338290487
1268197087290487,352769612489998,1268180338290487
1268197203290487,352769388489998,1268180338290487
1268197131290487,352769399489998,1268180338290487
1268197206290487,352769411489998,1268180338290487
1268197116290487,352769412489998,1268180338290487
1268197153290487,352769463489998,1268180338290487
1268197071290487,559740557126144,1268180338290487
1268197048290487,559740571126144,1268180338290487
1268197053290487,559740579126144,1268180338290487
1268197126290487,559740585126144,1268180338290487
1268197189290487,352769809489998,1268180338290487
1268197115290487,352769615489998,1268180338290487
1268197166290487,781817008290487,1268180338290487
1268197195290487,781817023290487,1268180338290487
1268197145290487,781817052290487,1268180338290487
1268197192290487,781817061290487,1268180338290487
1268197094290487,781817064290487,1268180338290487
1268197159290487,352769686489998,1268180338290487
1268197161290487,352769733489998,1268180338290487
1268197092290487,352769598489998,1268180338290487
1268197144290487,781817017290487,1268180338290487
1268197061290487,352769543489998,1268180338290487
1268197170290487,559740561126144,1268180338290487
1490993706290487,352769515489998,1490993139290487
1490993831290487,352769531489998,1490993139290487
1490993707290487,352769536489998,1490993139290487
1490993711290487,352769593489998,1490993139290487
1490993855290487,352769595489998,1490993139290487
1490993865290487,352769597489998,1490993139290487
1490993862290487,352769395489998,1490993139290487
1490993835290487,352769406489998,1490993139290487
1490993731290487,352769409489998,1490993139290487
1490993859290487,352769410489998,1490993139290487
1490993830290487,352769452489998,1490993139290487
1490993762290487,352769464489998,1490993139290487
1490993753290487,559740541126144,1490993139290487
1490993803290487,559740543126144,1490993139290487
1490993676290487,559740551126144,1490993139290487
1490993702290487,559740563126144,1490993139290487
1490993844290487,352769809489998,1490993139290487
1490993851290487,781816993290487,1490993139290487
1490993717290487,992948010290487,1490993139290487
1490993669290487,992948025290487,1490993139290487
1490993747290487,992948034290487,1490993139290487
1490993718290487,992948049290487,1490993139290487
1490993729290487,352769394489998,1490993139290487
1490993722290487,352769461489998,1490993139290487
1490993864290487,352769591489998,1490993139290487
1490994268290487,352769515489998,1490993140290487
1490994248290487,352769529489998,1490993140290487
1490994269290487,352769536489998,1490993140290487
1490994326290487,352769537489998,1490993140290487
1490994301290487,352769590489998,1490993140290487
1490994370290487,352769614489998,1490993140290487
1490994295290487,352769392489998,1490993140290487
1490994276290487,352769393489998,1490993140290487
1490994418290487,352769395489998,1490993140290487
1490994350290487,352769396489998,1490993140290487
1490994367290487,352769397489998,1490993140290487
1490994291290487,352769409489998,1490993140290487
1490994377290487,352769458489998,1490993140290487
1490994264290487,559740563126144,1490993140290487
1490994286290487,559740583126144,1490993140290487
1490994410290487,352769585489998,1490993140290487
1490994259290487,781816978290487,1490993140290487
1490994358290487,781817052290487,1490993140290487
1490994254290487,781817055290487,1490993140290487
1490994359290487,352769517489998,1490993140290487
1490994352290487,992948016290487,1490993140290487
1490994280290487,992948055290487,1490993140290487
1490994402290487,992948070290487,1490993140290487
1490994315290487,559740567126144,1490993140290487
1490994355290487,781817043290487,1490993140290487
1490994252290487,992948031290487,1490993140290487
1490994363290487,352769603489998,1490993140290487
1490994442290487,352769672489998,1490993141290487
1490994485290487,352769524489998,1490993141290487
1490994536290487,352769527489998,1490993141290487
1490994505290487,352769586489998,1490993141290487
1490994578290487,352769587489998,1490993141290487
1490994462290487,352769593489998,1490993141290487
1490994521290487,352769399489998,1490993141290487
1490994554290487,352769402489998,1490993141290487
1490994508290487,352769407489998,1490993141290487
1490994438290487,352769470489998,1490993141290487
1490994575290487,559740539126144,1490993141290487
1490994452290487,559740571126144,1490993141290487
1490994435290487,559740575126144,1490993141290487
1490994473290487,559740583126144,1490993141290487
1490994430290487,781816987290487,1490993141290487
1490994573290487,781816993290487,1490993141290487
1490994548290487,781816999290487,1490993141290487
1490994549290487,781817002290487,1490993141290487
1490994428290487,992948022290487,1490993141290487
1490994468290487,992948055290487,1490993141290487
1490994519290487,352769451489998,1490993141290487
1490994465290487,352769746489998,1490993141290487
1490994747290487,352769523489998,1490993142290487
1490994659290487,352769524489998,1490993142290487
1490994626290487,352769536489998,1490993142290487
1490994599290487,352769589489998,1490993142290487
1490994678290487,352769606489998,1490993142290487
1490994680290487,352769390489998,1490993142290487
1490994652290487,352769392489998,1490993142290487
1490994724290487,352769397489998,1490993142290487
1490994763290487,352769450489998,1490993142290487
1490994673290487,559740535126144,1490993142290487
1490994642290487,559740537126144,1490993142290487
1490994621290487,559740563126144,1490993142290487
1490994739290487,559740573126144,1490993142290487
1490994622290487,559740579126144,1490993142290487
1490994671290487,559740581126144,1490993142290487
1490994740290487,559740587126144,1490993142290487
1490994764290487,781816993290487,1490993142290487
1490994613290487,781816996290487,1490993142290487
1490994762290487,781817061290487,1490993142290487
1490994716290487,352769517489998,1490993142290487
1490994634290487,992948010290487,1490993142290487
1490994690290487,992948028290487,1490993142290487
1490994664290487,992948034290487,1490993142290487
1490994692290487,992948052290487,1490993142290487
1490994632290487,352769746489998,1490993142290487
1490994640290487,781817005290487,1490993142290487
826503206290487,352769737489998,826498669290487
826503213290487,352769744489998,826498669290487
826503231290487,352769670489998,826498669290487
826503222290487,352769753489998,826498669290487
826503188290487,352769827489998,826498669290487
826503305290487,352769531489998,826498669290487
826503324290487,352769592489998,826498669290487
826503335290487,352769605489998,826498669290487
826503336290487,352769606489998,826498669290487
826503337290487,352769608489998,826498669290487
826503339290487,352769611489998,826498669290487
826503258290487,352769397489998,826498669290487
826503259290487,352769398489998,826498669290487
826503262290487,352769401489998,826498669290487
826503275290487,352769453489998,826498669290487
826503289290487,352769470489998,826498669290487
826503290290487,352769471489998,826498669290487
826503245290487,352769684489998,826498669290487
826503202290487,352769733489998,826498669290487
826503163290487,352769802489998,826498669290487
826503249290487,352769688489998,826498669290487
826503334290487,352769604489998,826498669290487
826503256290487,352769394489998,826498669290487
826503215290487,352769746489998,826498669290487
826503323290487,352769591489998,826498669290487
826503185290487,352769824489998,826498669290487
826503052290487,352769682489998,826498668290487
826503000290487,352769722489998,826498668290487
826503010290487,352769732489998,826498668290487
826503020290487,352769742489998,826498668290487
826503043290487,352769673489998,826498668290487
826502984290487,352769814489998,826498668290487
826502997290487,352769827489998,826498668290487
826503111290487,352769526489998,826498668290487
826503125290487,352769541489998,826498668290487
826503136290487,352769593489998,826498668290487
826503151290487,352769608489998,826498668290487
826503155290487,352769612489998,826498668290487
826503084290487,352769453489998,826498668290487
826503085290487,352769454489998,826498668290487
826503099290487,352769470489998,826498668290487
826503128290487,352769585489998,826498668290487
826503054290487,352769684489998,826498668290487
826503038290487,352769668489998,826498668290487
826503032290487,352769662489998,826498668290487
826502993290487,352769823489998,826498668290487
826503156290487,352769613489998,826498668290487
826503073290487,352769403489998,826498668290487
826503024290487,352769746489998,826498668290487
826503087290487,352769456489998,826498668290487
826503134290487,352769591489998,826498668290487
826503845290487,352769739489998,826498671290487
826503875290487,352769677489998,826498671290487
826503854290487,352769748489998,826498671290487
826503855290487,352769749489998,826498671290487
826503858290487,352769752489998,826498671290487
826503803290487,352769805489998,826498671290487
826503819290487,352769821489998,826498671290487
826503825290487,352769827489998,826498671290487
826503948290487,352769536489998,826498671290487
826503957290487,352769586489998,826498671290487
826503965290487,352769595489998,826498671290487
826503975290487,352769606489998,826498671290487
826503977290487,352769609489998,826498671290487
826503891290487,352769391489998,826498671290487
826503900290487,352769400489998,826498671290487
826503909290487,352769410489998,826498671290487
826503956290487,352769585489998,826498671290487
826503982290487,352769615489998,826498671290487
826503811290487,352769813489998,826498671290487
826503935290487,352769522489998,826498671290487
826503863290487,352769665489998,826498671290487
826503885290487,352769687489998,826498671290487
826503439290487,352769736489998,826498670290487
826503451290487,352769748489998,826498670290487
826503399290487,352769801489998,826498670290487
826503421290487,352769825489998,826498670290487
826503422290487,352769826489998,826498670290487
826503514290487,352769520489998,826498670290487
826503516290487,352769523489998,826498670290487
826503530290487,352769542489998,826498670290487
826503534290487,352769587489998,826498670290487
826503545290487,352769602489998,826498670290487
826503489290487,352769407489998,826498670290487
826503503290487,352769463489998,826498670290487
826503443290487,352769740489998,826498670290487
826503429290487,352769725489998,826498670290487
826503457290487,352769662489998,826498670290487
826503419290487,352769823489998,826498670290487
826503546290487,352769604489998,826498670290487
826503552290487,352769613489998,826498670290487
826503538290487,352769591489998,826498670290487
826503474290487,352769687489998,826498670290487
1268196629290487,352769815489998,1268180335290487
1268196496290487,352769529489998,1268180335290487
1268196613290487,352769533489998,1268180335290487
1268196519290487,352769536489998,1268180335290487
1268196541290487,352769600489998,1268180335290487
1268196491290487,352769389489998,1268180335290487
1268196539290487,352769398489998,1268180335290487
1268196661290487,352769450489998,1268180335290487
1268196572290487,352769464489998,1268180335290487
1268196600290487,352769471489998,1268180335290487
1268196536290487,559740537126144,1268180335290487
1268196487290487,559740551126144,1268180335290487
1268196509290487,559740571126144,1268180335290487
1268196652290487,352769459489998,1268180335290487
1268196560290487,781817025290487,1268180335290487
1268196506290487,781817031290487,1268180335290487
1268196609290487,781817034290487,1268180335290487
1268196628290487,352769733489998,1268180335290487
1268196615290487,352769532489998,1268180335290487
1268196526290487,352769687489998,1268180335290487
1268196842290487,352769681489998,1268180336290487
1268196794290487,352769685489998,1268180336290487
1268196749290487,352769666489998,1268180336290487
1268196776290487,352769677489998,1268180336290487
1268196834290487,352769520489998,1268180336290487
1268196691290487,352769529489998,1268180336290487
1268196827290487,352769596489998,1268180336290487
1268196788290487,352769401489998,1268180336290487
1268196736290487,352769404489998,1268180336290487
1268196856290487,352769466489998,1268180336290487
1268196729290487,559740583126144,1268180336290487
1268196735290487,352769405489998,1268180336290487
1268196811290487,352769519489998,1268180336290487
1268196751290487,781816984290487,1268180336290487
1268196850290487,781816993290487,1268180336290487
1268196821290487,781817002290487,1268180336290487
1268196822290487,781817008290487,1268180336290487
1268196680290487,781817014290487,1268180336290487
1268196797290487,781817037290487,1268180336290487
1268196801290487,781817052290487,1268180336290487
1268196815290487,352769686489998,1268180336290487
1268196841290487,352769540489998,1268180336290487
1268196779290487,781816981290487,1268180336290487
1268196961290487,352769685489998,1268180337290487
1268196879290487,352769669489998,1268180337290487
1268196970290487,352769525489998,1268180337290487
1268196953290487,352769609489998,1268180337290487
1268197017290487,352769395489998,1268180337290487
1268197018290487,352769411489998,1268180337290487
1268197016290487,352769453489998,1268180337290487
1268196972290487,352769463489998,1268180337290487
1268197012290487,352769466489998,1268180337290487
1268196929290487,559740549126144,1268180337290487
1268196930290487,559740553126144,1268180337290487
1268197002290487,352769809489998,1268180337290487
1268196946290487,352769684489998,1268180337290487
1268196927290487,781816984290487,1268180337290487
1268196884290487,781816996290487,1268180337290487
1268196928290487,781817025290487,1268180337290487
1268196905290487,781817058290487,1268180337290487
1268197136290487,352769683489998,1268180338290487
1268197064290487,352769664489998,1268180338290487
1268197121290487,352769670489998,1268180338290487
1268197066290487,352769676489998,1268180338290487
1268197089290487,352769524489998,1268180338290487
1268197171290487,352769596489998,1268180338290487
1268197074290487,352769602489998,1268180338290487
1268197107290487,352769606489998,1268180338290487
1268197109290487,352769390489998,1268180338290487
1268197205290487,352769395489998,1268180338290487
1268197202290487,352769410489998,1268180338290487
1268197173290487,352769452489998,1268180338290487
1268197156290487,352769457489998,1268180338290487
1268197117290487,352769684489998,1268180338290487
1268197055290487,352769465489998,1268180338290487
1268197095290487,781816984290487,1268180338290487
1268197044290487,781816996290487,1268180338290487
1268197023290487,781817011290487,1268180338290487
1268197045290487,781817031290487,1268180338290487
1268197191290487,781817040290487,1268180338290487
1268197058290487,352769613489998,1268180338290487
1268197149290487,352769532489998,1268180338290487
1490993791290487,352769731489998,1490993139290487
1490993833290487,352769523489998,1490993139290487
1490993683290487,352769530489998,1490993139290487
1490993858290487,352769535489998,1490993139290487
1490993856290487,352769587489998,1490993139290487
1490994392290487,352769520489998,1490993140290487
1490994364290487,352769525489998,1490993140290487
1490994396290487,352769526489998,1490993140290487
1490994360290487,352769533489998,1490993140290487
1490994421290487,352769597489998,1490993140290487
1490994321290487,352769606489998,1490993140290487
1490994328290487,352769407489998,1490993140290487
1490994316290487,559740535126144,1490993140290487
1490994338290487,559740559126144,1490993140290487
1490994260290487,559740571126144,1490993140290487
1490993682290487,352769588489998,1490993139290487
1490993828290487,352769596489998,1490993139290487
1490993861290487,352769453489998,1490993139290487
1490993738290487,352769454489998,1490993139290487
1490993841290487,352769460489998,1490993139290487
1490993724290487,559740557126144,1490993139290487
1490993703290487,559740579126144,1490993139290487
1490993780290487,559740585126144,1490993139290487
1490993811290487,352769519489998,1490993139290487
1490993769290487,352769615489998,1490993139290487
1490993826290487,559740587126144,1490993139290487
1490993695290487,781816990290487,1490993139290487
1490993821290487,781816999290487,1490993139290487
1490993847290487,781817046290487,1490993139290487
1490993748290487,781817064290487,1490993139290487
1490993801290487,352769517489998,1490993139290487
1490993688290487,992948067290487,1490993139290487
1490993846290487,992948070290487,1490993139290487
1490993785290487,352769451489998,1490993139290487
1490993715290487,352769746489998,1490993139290487
1490993690290487,992948073290487,1490993139290487
1490993767290487,352769456489998,1490993139290487
1490993713290487,352769543489998,1490993139290487
1490993805290487,352769603489998,1490993139290487
1490994314290487,559740581126144,1490993140290487
1490994309290487,781816984290487,1490993140290487
1490994256290487,781816996290487,1490993140290487
1490994379290487,781817002290487,1490993140290487
1490994237290487,781817014290487,1490993140290487
1490994310290487,781817025290487,1490993140290487
1490994354290487,781817037290487,1490993140290487
1490994308290487,781817064290487,1490993140290487
1490994372290487,352769733489998,1490993140290487
1490994305290487,352769598489998,1490993140290487
1490994353290487,992948007290487,1490993140290487
1490994251290487,992948067290487,1490993140290487
1490994275290487,352769746489998,1490993140290487
1490994327290487,352769456489998,1490993140290487
1490994558290487,352769523489998,1490993141290487
1490994535290487,352769525489998,1490993141290487
1490994507290487,352769537489998,1490993141290487
1490994503290487,352769606489998,1490993141290487
1490994541290487,352769614489998,1490993141290487
1490994478290487,352769392489998,1490993141290487
1490994476290487,352769409489998,1490993141290487
1490994585290487,352769411489998,1490993141290487
1490994583290487,352769453489998,1490993141290487
1490994562290487,352769468489998,1490993141290487
1490994472290487,559740537126144,1490993141290487
1490994434290487,559740551126144,1490993141290487
1490994457290487,559740579126144,1490993141290487
1490994497290487,559740581126144,1490993141290487
1490994432290487,781817014290487,1490993141290487
1490994531290487,781817034290487,1490993141290487
1490994568290487,992948019290487,1490993141290487
1490994490290487,992948034290487,1490993141290487
1490994512290487,992948043290487,1490993141290487
1490994429290487,992948058290487,1490993141290487
1490994663290487,352769666489998,1490993142290487
1490994607290487,352769672489998,1490993142290487
1490994721290487,352769525489998,1490993142290487
1490994722290487,352769527489998,1490993142290487
1490994728290487,352769541489998,1490993142290487
1490994602290487,352769588489998,1490993142290487
1490994752290487,352769592489998,1490993142290487
1490994742290487,352769596489998,1490993142290487
1490994682290487,352769611489998,1490993142290487
1490994727290487,352769614489998,1490993142290487
1490994623290487,352769391489998,1490993142290487
1490994645290487,352769398489998,1490993142290487
1490994743290487,352769402489998,1490993142290487
1490994734290487,352769458489998,1490993142290487
1490994746290487,352769462489998,1490993142290487
1490994751290487,352769468489998,1490993142290487
1490994766290487,559740539126144,1490993142290487
1490994620290487,559740555126144,1490993142290487
1490994615290487,781816990290487,1490993142290487
1490994594290487,781817014290487,1490993142290487
1490994611290487,781817055290487,1490993142290487
1490994756290487,352769540489998,1490993142290487
1490994635290487,992948049290487,1490993142290487
1490994610290487,992948073290487,1490993142290487
1490994712290487,781817043290487,1490993142290487
1490994661290487,352769522489998,1490993142290487
1490994631290487,352769687489998,1490993142290487
826503195290487,352769726489998,826498669290487
826503214290487,352769745489998,826498669290487
826503167290487,352769806489998,826498669290487
826503171290487,352769810489998,826498669290487
826503176290487,352769815489998,826498669290487
826503179290487,352769818489998,826498669290487
826503183290487,352769822489998,826498669290487
826503187290487,352769826489998,826498669290487
826503300290487,352769526489998,826498669290487
826503301290487,352769527489998,826498669290487
826503320290487,352769588489998,826498669290487
826503330290487,352769600489998,826498669290487
826503250290487,352769387489998,826498669290487
826503253290487,352769390489998,826498669290487
826503284290487,352769464489998,826498669290487
826503194290487,352769725489998,826498669290487
826503240290487,352769679489998,826498669290487
826503264290487,352769403489998,826498669290487
826503226290487,352769665489998,826498669290487
826503219290487,352769750489998,826498669290487
826503189290487,352769828489998,826498669290487
826503006290487,352769728489998,826498668290487
826503034290487,352769664489998,826498668290487
826503037290487,352769667489998,826498668290487
826503039290487,352769669489998,826498668290487
826503029290487,352769751489998,826498668290487
826502985290487,352769815489998,826498668290487
826502988290487,352769818489998,826498668290487
826503102290487,352769515489998,826498668290487
826503113290487,352769528489998,826498668290487
826503123290487,352769539489998,826498668290487
826503126290487,352769542489998,826498668290487
826503130290487,352769587489998,826498668290487
826503144290487,352769601489998,826498668290487
826503153290487,352769610489998,826498668290487
826503072290487,352769402489998,826498668290487
826503080290487,352769411489998,826498668290487
826503083290487,352769452489998,826498668290487
826503158290487,352769615489998,826498668290487
826503056290487,352769686489998,826498668290487
826503058290487,352769688489998,826498668290487
826502978290487,352769808489998,826498668290487
826503147290487,352769604489998,826498668290487
826502981290487,352769811489998,826498668290487
826503954290487,352769542489998,826498671290487
826503959290487,352769588489998,826498671290487
826503966290487,352769596489998,826498671290487
826503974290487,352769605489998,826498671290487
826503887290487,352769387489998,826498671290487
826503888290487,352769388489998,826498671290487
826503907290487,352769407489998,826498671290487
826503913290487,352769452489998,826498671290487
826503914290487,352769453489998,826498671290487
826503916290487,352769455489998,826498671290487
826503932290487,352769519489998,826498671290487
826503876290487,352769678489998,826498671290487
826503955290487,352769543489998,826498671290487
826503809290487,352769811489998,826498671290487
826503433290487,352769730489998,826498670290487
826503402290487,352769804489998,826498670290487
826503404290487,352769807489998,826498670290487
826503417290487,352769821489998,826498670290487
826503418290487,352769822489998,826498670290487
826503512290487,352769518489998,826498670290487
826503542290487,352769597489998,826498670290487
826503476290487,352769387489998,826498670290487
826503485290487,352769401489998,826498670290487
826503498290487,352769455489998,826498670290487
826503408290487,352769812489998,826498670290487
826503494290487,352769451489998,826498670290487
1268196500290487,352769680489998,1268180335290487
1268196583290487,352769673489998,1268180335290487
1268196669290487,352769535489998,1268180335290487
1268196625290487,352769541489998,1268180335290487
1268196574290487,352769586489998,1268180335290487
1268196638290487,352769596489998,1268180335290487
1268196567290487,352769601489998,1268180335290487
1268196673290487,352769395489998,1268180335290487
1268196672290487,352769453489998,1268180335290487
1268196651290487,352769460489998,1268180335290487
1268196642290487,352769462489998,1268180335290487
1268196619290487,352769463489998,1268180335290487
1268196664290487,559740539126144,1268180335290487
1268196563290487,559740541126144,1268180335290487
1268196535290487,559740557126144,1268180335290487
1268196635290487,559740573126144,1268180335290487
1268196543290487,352769405489998,1268180335290487
1268196656290487,352769668489998,1268180335290487
1268196507290487,781816990290487,1268180335290487
1268196663290487,781817023290487,1268180335290487
1268196626290487,352769686489998,1268180335290487
1268196495290487,352769403489998,1268180335290487
1268196550290487,352769469489998,1268180335290487
1268196792290487,352769683489998,1268180336290487
1268196774290487,352769674489998,1268180336290487
1268196713290487,352769536489998,1268180336290487
1268196768290487,352769537489998,1268180336290487
1268196685290487,352769589489998,1268180336290487
1268196759290487,352769601489998,1268180336290487
1268196710290487,352769391489998,1268180336290487
1268196860290487,352769453489998,1268180336290487
1268196790290487,352769471489998,1268180336290487
1268196684290487,559740575126144,1268180336290487
1268196823290487,559740577126144,1268180336290487
1268196845290487,352769809489998,1268180336290487
1268196820290487,781816999290487,1268180336290487
1268196748290487,352769598489998,1268180336290487
1268196795290487,352769688489998,1268180336290487
1268196757290487,559740567126144,1268180336290487
1268196800290487,781817017290487,1268180336290487
1268196681290487,781817049290487,1268180336290487
1268196798290487,781817043290487,1268180336290487
1268196805290487,352769532489998,1268180336290487
