CN,PLT_CN,PSC_CN
1537019523290487,992948064290487,1537019469290487
1537019544290487,352769531489998,1537019532290487
1537019559290487,352769398489998,1537019532290487
1537019577290487,352769604489998,1537019532290487
1537019583290487,352769516489998,1537019532290487
1537019591290487,781817025290487,1537019532290487
1537019604290487,992948049290487,1537019532290487
1537019633290487,781817046290487,1537019620290487
1537019637290487,992948070290487,1537019620290487
1537019638290487,352769396489998,1537019620290487
1537019673290487,352769402489998,1537019669290487
1537019782290487,559740537126144,1537019780290487
1537019786290487,559740553126144,1537019780290487
1537019795290487,352769524489998,1537019780290487
1537019812290487,352769455489998,1537019780290487
1537019813290487,352769457489998,1537019780290487
1537019833290487,352769666489998,1537019780290487
1537019840290487,992948067290487,1537019780290487
1537019680290487,559740547126144,1537019676290487
1537019686290487,559740569126144,1537019676290487
1537019695290487,352769531489998,1537019676290487
1537019699290487,352769537489998,1537019676290487
1537019703290487,352769593489998,1537019676290487
1537019731290487,352769615489998,1537019676290487
1537019732290487,352769459489998,1537019676290487
1537019734290487,352769604489998,1537019676290487
1537019736290487,352769403489998,1537019676290487
1537019744290487,781816984290487,1537019676290487
1537019747290487,781816999290487,1537019676290487
1537019751290487,781817014290487,1537019676290487
1537019765290487,992948022290487,1537019676290487
1537019769290487,992948043290487,1537019676290487
1537019772290487,992948073290487,1537019676290487
1537019775290487,352769461489998,1537019676290487
1537019776290487,352769815489998,1537019676290487
1537019649290487,559740581126144,1537019646290487
1537019656290487,352769412489998,1537019646290487
826523215290487,352769406489998,826523211290487
826523216290487,352769410489998,826523211290487
826523219290487,352769525489998,826523211290487
826523222290487,352769539489998,826523211290487
826523223290487,352769585489998,826523211290487
826523240290487,352769681489998,826523211290487
826523254290487,352769826489998,826523211290487
826523321290487,352769390489998,826523320290487
826523335290487,352769463489998,826523320290487
826523340290487,352769469489998,826523320290487
826523342290487,352769471489998,826523320290487
826523348290487,352769529489998,826523320290487
826523356290487,352769543489998,826523320290487
826523371290487,352769615489998,826523320290487
826523398290487,352769803489998,826523320290487
826523404290487,352769816489998,826523320290487
826523407290487,352769820489998,826523320290487
826523278290487,352769540489998,826523257290487
826523288290487,352769668489998,826523257290487
826523293290487,352769687489998,826523257290487
826523294290487,352769722489998,826523257290487
826523309290487,352769821489998,826523257290487
1299950582290487,352769402489998,1299950581290487
1299950600290487,352769585489998,1299950588290487
1299950619290487,352769736489998,1299950588290487
1299950655290487,352769521489998,1299950632290487
1299950664290487,352769536489998,1299950632290487
1299950667290487,352769543489998,1299950632290487
1299950672290487,352769600489998,1299950632290487
1299950679290487,352769614489998,1299950632290487
1299950685290487,352769676489998,1299950632290487
1299950686290487,352769678489998,1299950632290487
1299950687290487,352769683489998,1299950632290487
1299950698290487,352769741489998,1299950632290487
1299950634290487,352769394489998,1299950632290487
1299950726290487,352769392489998,1299950722290487
1299950733290487,352769457489998,1299950722290487
1299950753290487,352769682489998,1299950722290487
1299950757290487,352769722489998,1299950722290487
1299950765290487,352769801489998,1299950722290487
1299950891290487,352769402489998,1299950890290487
1299950935290487,352769815489998,1299950897290487
1299950956290487,352769463489998,1299950941290487
1299950967290487,352769528489998,1299950941290487
1299950973290487,352769536489998,1299950941290487
1299950982290487,352769602489998,1299950941290487
1299950985290487,352769608489998,1299950941290487
1299950997290487,352769684489998,1299950941290487
1299951005290487,352769739489998,1299950941290487
1299951009290487,352769744489998,1299950941290487
1299951010290487,352769745489998,1299950941290487
1299951022290487,352769816489998,1299950941290487
1299951024290487,352769819489998,1299950941290487
1299951040290487,352769452489998,1299951031290487
1299951046290487,352769519489998,1299951031290487
1299951050290487,352769537489998,1299951031290487
1299951061290487,352769671489998,1299951031290487
1299951074290487,352769801489998,1299951031290487
826523773290487,352769402489998,826523772290487
826523686290487,352769405489998,826523684290487
826523690290487,352769520489998,826523684290487
826523696290487,352769586489998,826523684290487
826523704290487,352769681489998,826523684290487
826523709290487,352769738489998,826523684290487
826523635290487,352769542489998,826523610290487
826523637290487,352769593489998,826523610290487
826523651290487,352769676489998,826523610290487
826523653290487,352769688489998,826523610290487
826523663290487,352769744489998,826523610290487
826523668290487,352769753489998,826523610290487
826523672290487,352769807489998,826523610290487
826523679290487,352769823489998,826523610290487
826523725290487,352769398489998,826523721290487
826523726290487,352769401489998,826523721290487
826523727290487,352769407489998,826523721290487
826523728290487,352769409489998,826523721290487
826523762290487,352769801489998,826523721290487
1275865517290487,781816987290487,1275865516290487
1275865519290487,352769680489998,1275865516290487
1275865520290487,352769675489998,1275865516290487
1275865544290487,781817008290487,1275865516290487
1275865545290487,352769607489998,1275865516290487
1275865566290487,559740569126144,1275865563290487
1275865580290487,352769515489998,1275865563290487
1275865587290487,352769667489998,1275865563290487
1275865593290487,559740557126144,1275865563290487
1275865607290487,352769528489998,1275865563290487
1275865612290487,352769390489998,1275865563290487
1275865629290487,352769688489998,1275865563290487
1275865633290487,559740543126144,1275865563290487
1275865640290487,781817002290487,1275865563290487
1275865641290487,559740577126144,1275865563290487
1275865647290487,352769592489998,1275865563290487
1275865667290487,781817031290487,1275865659290487
1275865677290487,352769409489998,1275865659290487
1275865682290487,352769590489998,1275865659290487
1275865693290487,352769401489998,1275865659290487
1275865705290487,559740573126144,1275865659290487
1275865711290487,781817023290487,1275865659290487
1275866114290487,352769596489998,1275866111290487
1275865978290487,352769516489998,1275865973290487
1275865981290487,352769405489998,1275865973290487
1275865984290487,559740581126144,1275865973290487
1275865987290487,352769586489998,1275865973290487
1275865988290487,352769674489998,1275865973290487
1275865998290487,352769525489998,1275865973290487
1275866006290487,352769681489998,1275865973290487
1275866008290487,781817046290487,1275865973290487
1275866014290487,352769411489998,1275865973290487
1275866027290487,352769529489998,1275866019290487
1275866030290487,781817055290487,1275866019290487
1275866034290487,559740563126144,1275866019290487
1275866041290487,352769667489998,1275866019290487
1275866054290487,352769400489998,1275866019290487
1275866059290487,781817025290487,1275866019290487
1275866063290487,352769604489998,1275866019290487
1275866072290487,352769670489998,1275866019290487
1275866084290487,781817034290487,1275866019290487
1275866094290487,559740561126144,1275866019290487
1275866105290487,352769466489998,1275866019290487
1275865922290487,352769588489998,1275865918290487
1275865923290487,352769671489998,1275865918290487
1275865928290487,559740545126144,1275865918290487
1275865932290487,352769664489998,1275865918290487
1275865937290487,352769455489998,1275865918290487
1275865939290487,352769612489998,1275865918290487
1275865948290487,559740585126144,1275865918290487
1275865959290487,352769686489998,1275865918290487
1275865961290487,352769458489998,1275865918290487
1275865962290487,559740573126144,1275865918290487
1275866125290487,559740587126144,1275866123290487
1275866202290487,781816999290487,1275866183290487
1275866204290487,352769520489998,1275866183290487
1275866232290487,352769515489998,1275866219290487
1275866250290487,781816984290487,1275866219290487
1275866260290487,352769684489998,1275866219290487
1275866264290487,559740547126144,1275866219290487
1275866266290487,352769399489998,1275866219290487
1275866271290487,352769463489998,1275866219290487
1275866279290487,352769523489998,1275866219290487
1275866280290487,352769468489998,1275866219290487
1275866282290487,781817061290487,1275866219290487
1275866287290487,352769453489998,1275866219290487
1275866138290487,781817031290487,1275866130290487
1275866146290487,352769409489998,1275866130290487
1275866164290487,352769685489998,1275866130290487
1275866168290487,352769519489998,1275866130290487
1275866445290487,559740587126144,1275866443290487
1275866446290487,352769596489998,1275866443290487
1275866454290487,352769675489998,1275866450290487
1275866455290487,352769516489998,1275866450290487
1275866469290487,352769609489998,1275866450290487
1275866474290487,352769603489998,1275866450290487
1275866484290487,352769679489998,1275866450290487
1275866487290487,559740539126144,1275866450290487
1275866297290487,781817011290487,1275866296290487
1275866300290487,559740575126144,1275866296290487
1275866303290487,352769403489998,1275866296290487
1275866310290487,559740555126144,1275866296290487
1275866321290487,781817058290487,1275866296290487
1275866326290487,352769602489998,1275866296290487
1275866333290487,352769598489998,1275866296290487
1275866344290487,352769611489998,1275866296290487
1275866348290487,352769684489998,1275866296290487
1275866361290487,781817034290487,1275866296290487
1275866369290487,781817002290487,1275866296290487
1275866375290487,352769468489998,1275866296290487
1275866379290487,781817061290487,1275866296290487
1275866382290487,352769466489998,1275866296290487
1275866390290487,559740551126144,1275866388290487
1275866391290487,352769389489998,1275866388290487
1275866417290487,352769407489998,1275866388290487
1275866428290487,352769457489998,1275866388290487
1275866434290487,352769460489998,1275866388290487
1537019188290487,559740585126144,1537019178290487
1537019193290487,352769524489998,1537019178290487
1537019201290487,352769612489998,1537019178290487
1537019206290487,352769397489998,1537019178290487
1537019229290487,781817052290487,1537019178290487
1537019245290487,352769408489998,1537019178290487
1537019047290487,559740535126144,1537019045290487
1537019050290487,559740557126144,1537019045290487
1537019057290487,559740555126144,1537019045290487
1537019062290487,352769525489998,1537019045290487
1537019067290487,352769535489998,1537019045290487
1537019081290487,352769610489998,1537019045290487
1537019090290487,352769406489998,1537019045290487
1537019097290487,352769466489998,1537019045290487
1537019100290487,352769470489998,1537019045290487
1537019101290487,352769471489998,1537019045290487
1537019107290487,352769604489998,1537019045290487
1537019131290487,781817064290487,1537019045290487
1537019136290487,992948013290487,1537019045290487
1537019139290487,992948025290487,1537019045290487
1537019141290487,992948034290487,1537019045290487
1537019142290487,992948043290487,1537019045290487
1537019160290487,352769586489998,1537019153290487
1537019166290487,352769585489998,1537019153290487
1537019407290487,352769590489998,1537019387290487
1537019408290487,352769597489998,1537019387290487
1537019412290487,352769391489998,1537019387290487
1537019437290487,781817052290487,1537019387290487
1537019438290487,781817049290487,1537019387290487
1537019441290487,352769687489998,1537019387290487
1537019265290487,559740557126144,1537019260290487
1537019266290487,559740563126144,1537019260290487
1537019287290487,352769593489998,1537019260290487
1537019295290487,352769611489998,1537019260290487
1537019309290487,352769464489998,1537019260290487
1537019330290487,781816993290487,1537019260290487
1537019338290487,781817040290487,1537019260290487
1537019343290487,781816981290487,1537019260290487
1537019352290487,992948034290487,1537019260290487
1537019356290487,992948073290487,1537019260290487
1537019377290487,781816987290487,1537019364290487
1537019471290487,559740537126144,1537019469290487
1537019477290487,559740573126144,1537019469290487
1537019481290487,559740567126144,1537019469290487
1537019485290487,352769527489998,1537019469290487
1537019488290487,352769588489998,1537019469290487
1537019500290487,352769455489998,1537019469290487
1537019503290487,352769519489998,1537019469290487
1537019509290487,781816978290487,1537019469290487
1537019520290487,352769687489998,1537019469290487
1537019535290487,559740547126144,1537019532290487
1537019542290487,352769520489998,1537019532290487
1537019550290487,352769595489998,1537019532290487
1537019552290487,352769602489998,1537019532290487
1537019553290487,352769606489998,1537019532290487
1537019555290487,352769609489998,1537019532290487
1537019569290487,352769466489998,1537019532290487
1537019570290487,352769468489998,1537019532290487
1537019584290487,781816984290487,1537019532290487
1537019592290487,781817055290487,1537019532290487
1537019598290487,352769684489998,1537019532290487
1537019624290487,352769526489998,1537019620290487
1537019631290487,352769538489998,1537019620290487
1537019632290487,781816987290487,1537019620290487
1537019784290487,559740549126144,1537019780290487
1537019787290487,559740559126144,1537019780290487
1537019793290487,352769518489998,1537019780290487
1537019797290487,352769529489998,1537019780290487
1537019808290487,352769401489998,1537019780290487
1537019815290487,352769519489998,1537019780290487
1537019846290487,352769408489998,1537019780290487
1537019694290487,352769530489998,1537019676290487
1537019712290487,352769614489998,1537019676290487
1537019721290487,352769453489998,1537019676290487
1537019724290487,352769463489998,1537019676290487
1537019727290487,352769468489998,1537019676290487
1537019728290487,352769470489998,1537019676290487
1537019730290487,352769405489998,1537019676290487
1537019758290487,781817064290487,1537019676290487
1537019759290487,781816981290487,1537019676290487
1537019666290487,352769396489998,1537019646290487
826523213290487,352769404489998,826523211290487
826523225290487,352769597489998,826523211290487
826523228290487,352769605489998,826523211290487
826523230290487,352769609489998,826523211290487
826523245290487,352769738489998,826523211290487
826523249290487,352769750489998,826523211290487
826523252290487,352769818489998,826523211290487
826523253290487,352769825489998,826523211290487
826523326290487,352769400489998,826523320290487
826523331290487,352769454489998,826523320290487
826523351290487,352769534489998,826523320290487
826523355290487,352769542489998,826523320290487
826523357290487,352769592489998,826523320290487
826523362290487,352769600489998,826523320290487
826523366290487,352769608489998,826523320290487
826523367290487,352769610489998,826523320290487
826523376290487,352769676489998,826523320290487
826523384290487,352769730489998,826523320290487
826523387290487,352769739489998,826523320290487
826523400290487,352769805489998,826523320290487
826523402290487,352769812489998,826523320290487
826523262290487,352769398489998,826523257290487
826523267290487,352769455489998,826523257290487
826523275290487,352769527489998,826523257290487
826523277290487,352769537489998,826523257290487
826523290290487,352769682489998,826523257290487
826523304290487,352769808489998,826523257290487
826523305290487,352769809489998,826523257290487
1299950589290487,352769388489998,1299950588290487
1299950590290487,352769404489998,1299950588290487
1299950602290487,352769597489998,1299950588290487
1299950618290487,352769731489998,1299950588290487
1299950621290487,352769742489998,1299950588290487
1299950625290487,352769800489998,1299950588290487
1299950649290487,352769466489998,1299950632290487
1299950650290487,352769468489998,1299950632290487
1299950652290487,352769470489998,1299950632290487
1299950661290487,352769531489998,1299950632290487
1299950673290487,352769602489998,1299950632290487
1299950676290487,352769608489998,1299950632290487
1299950678290487,352769613489998,1299950632290487
1299950680290487,352769615489998,1299950632290487
1299950690290487,352769725489998,1299950632290487
1299950700290487,352769744489998,1299950632290487
1299950701290487,352769745489998,1299950632290487
1299950708290487,352769804489998,1299950632290487
1299950714290487,352769817489998,1299950632290487
1299950639290487,352769403489998,1299950632290487
1299950641290487,352769451489998,1299950632290487
1299950642290487,352769453489998,1299950632290487
1299950724290487,352769389489998,1299950722290487
1299950729290487,352769407489998,1299950722290487
1299950732290487,352769455489998,1299950722290487
1299950741290487,352769537489998,1299950722290487
1299950758290487,352769723489998,1299950722290487
1299950760290487,352769728489998,1299950722290487
1299950773290487,352769822489998,1299950722290487
1299950893290487,352769596489998,1299950890290487
1299950894290487,352769824489998,1299950890290487
1299950909290487,352769585489998,1299950897290487
1299950917290487,352769672489998,1299950897290487
1299950928290487,352769736489998,1299950897290487
1299950930290487,352769742489998,1299950897290487
1299950946290487,352769399489998,1299950941290487
1299950955290487,352769462489998,1299950941290487
1299950959290487,352769468489998,1299950941290487
1299950961290487,352769470489998,1299950941290487
1299950963290487,352769515489998,1299950941290487
1299950970290487,352769531489998,1299950941290487
1299950978290487,352769593489998,1299950941290487
1299950996290487,352769683489998,1299950941290487
1299950998290487,352769688489998,1299950941290487
1299951004290487,352769737489998,1299950941290487
1299951008290487,352769743489998,1299950941290487
1299951013290487,352769752489998,1299950941290487
1299951021290487,352769814489998,1299950941290487
1299951028290487,352769828489998,1299950941290487
1299951037290487,352769401489998,1299951031290487
1299951038290487,352769407489998,1299951031290487
1299951039290487,352769409489998,1299951031290487
1299951041290487,352769455489998,1299951031290487
1299951045290487,352769518489998,1299951031290487
1299951048290487,352769527489998,1299951031290487
1299951051290487,352769540489998,1299951031290487
1299951065290487,352769687489998,1299951031290487
1299951068290487,352769724489998,1299951031290487
1299951070290487,352769733489998,1299951031290487
1299951081290487,352769821489998,1299951031290487
826523685290487,352769388489998,826523684290487
826523697290487,352769597489998,826523684290487
826523700290487,352769662489998,826523684290487
826523707290487,352769731489998,826523684290487
826523708290487,352769736489998,826523684290487
826523713290487,352769750489998,826523684290487
826523717290487,352769825489998,826523684290487
826523625290487,352769469489998,826523610290487
826523631290487,352769529489998,826523610290487
826523654290487,352769725489998,826523610290487
826523660290487,352769740489998,826523610290487
826523673290487,352769812489998,826523610290487
826523674290487,352769814489998,826523610290487
826523723290487,352769389489998,826523721290487
826523724290487,352769392489998,826523721290487
826523740290487,352769540489998,826523721290487
826523744290487,352769591489998,826523721290487
826523748290487,352769666489998,826523721290487
826523758290487,352769733489998,826523721290487
826523759290487,352769734489998,826523721290487
826523763290487,352769806489998,826523721290487
1275865720290487,352769402489998,1275865716290487
1275865534290487,781817020290487,1275865516290487
1275865536290487,352769731489998,1275865516290487
1275865542290487,352769815489998,1275865516290487
1275865550290487,352769681489998,1275865516290487
1275865551290487,352769679489998,1275865516290487
1275865554290487,559740539126144,1275865516290487
1275865555290487,352769585489998,1275865516290487
1275865573290487,352769669489998,1275865563290487
1275865606290487,559740541126144,1275865563290487
1275865608290487,352769608489998,1275865563290487
1275865610290487,352769606489998,1275865563290487
1275865613290487,352769611489998,1275865563290487
1275865618290487,352769670489998,1275865563290487
1275865623290487,352769534489998,1275865563290487
1275865630290487,781817037290487,1275865563290487
1275865664290487,352769671489998,1275865659290487
1275865665290487,781817028290487,1275865659290487
1275865680290487,352769518489998,1275865659290487
1275865683290487,352769524489998,1275865659290487
1275865691290487,352769514489998,1275865659290487
1275865698290487,352769532489998,1275865659290487
1275865709290487,352769668489998,1275865659290487
1275866113290487,559740587126144,1275866111290487
1275865975290487,352769672489998,1275865973290487
1275865977290487,352769675489998,1275865973290487
1275865992290487,352769609489998,1275865973290487
1275866005290487,352769526489998,1275865973290487
1275866024290487,352769470489998,1275866019290487
1275866038290487,352769593489998,1275866019290487
1275866045290487,352769461489998,1275866019290487
1275866055290487,352769522489998,1275866019290487
1275866075290487,559740547126144,1275866019290487
1275866078290487,352769399489998,1275866019290487
1275866099290487,352769592489998,1275866019290487
1275866100290487,352769459489998,1275866019290487
1275866103290487,352769450489998,1275866019290487
1275866106290487,352769535489998,1275866019290487
1275865931290487,352769687489998,1275865918290487
1275865935290487,352769409489998,1275865918290487
1275865942290487,352769666489998,1275865918290487
1275865947290487,352769407489998,1275865918290487
1275865950290487,352769401489998,1275865918290487
1275865963290487,352769452489998,1275865918290487
1275866185290487,352769672489998,1275866183290487
1275866193290487,352769601489998,1275866183290487
1275866199290487,352769533489998,1275866183290487
1275866208290487,781817046290487,1275866183290487
1275866209290487,781816993290487,1275866183290487
1275866212290487,352769410489998,1275866183290487
1275866222290487,559740575126144,1275866219290487
1275866237290487,352769676489998,1275866219290487
1275866238290487,352769746489998,1275866219290487
1275866241290487,781817005290487,1275866219290487
1275866269290487,781817037290487,1275866219290487
1275866276290487,559740577126144,1275866219290487
1275866281290487,352769459489998,1275866219290487
1275866288290487,352769395489998,1275866219290487
1275866131290487,781817049290487,1275866130290487
1275866132290487,559740551126144,1275866130290487
1275866137290487,781816996290487,1275866130290487
1275866144290487,559740537126144,1275866130290487
1275866145290487,352769398489998,1275866130290487
1275866147290487,352769392489998,1275866130290487
1275866174290487,352769452489998,1275866130290487
1275866447290487,352769402489998,1275866443290487
1275866460290487,352769605489998,1275866450290487
1275866463290487,352769601489998,1275866450290487
1275866468290487,781817020290487,1275866450290487
1275866477290487,781816999290487,1275866450290487
1275866491290487,352769411489998,1275866450290487
1275866299290487,559740569126144,1275866296290487
1275866301290487,352769470489998,1275866296290487
1275866309290487,559740571126144,1275866296290487
1275866315290487,352769593489998,1275866296290487
1275866319290487,352769676489998,1275866296290487
1275866322290487,352769461489998,1275866296290487
1275866338290487,352769528489998,1275866296290487
1275866339290487,352769608489998,1275866296290487
1275866341290487,352769606489998,1275866296290487
1275866347290487,352769412489998,1275866296290487
1275866353290487,352769534489998,1275866296290487
1275866354290487,352769451489998,1275866296290487
1275866363290487,559740543126144,1275866296290487
1275866366290487,352769614489998,1275866296290487
1275866373290487,352769462489998,1275866296290487
1275866374290487,352769523489998,1275866296290487
1275866385290487,352769395489998,1275866296290487
1275866419290487,352769387489998,1275866388290487
1275866429290487,352769686489998,1275866388290487
1275866435290487,352769540489998,1275866388290487
1275866438290487,781817023290487,1275866388290487
1537019249290487,559740587126144,1537019248290487
1537019190290487,559740567126144,1537019178290487
1537019221290487,352769517489998,1537019178290487
1537019232290487,352769666489998,1537019178290487
1537019235290487,992948046290487,1537019178290487
1537019049290487,559740547126144,1537019045290487
1537019052290487,559740565126144,1537019045290487
1537019070290487,352769541489998,1537019045290487
1537019072290487,352769592489998,1537019045290487
1537019073290487,352769593489998,1537019045290487
1537019083290487,352769614489998,1537019045290487
1537019092290487,352769453489998,1537019045290487
1537019112290487,352769469489998,1537019045290487
1537019145290487,992948073290487,1537019045290487
1537019146290487,992948058290487,1537019045290487
1537019169290487,781817046290487,1537019153290487
1537019170290487,781817017290487,1537019153290487
1537019171290487,352769672489998,1537019153290487
1537019394290487,559740559126144,1537019387290487
1537019403290487,352769527489998,1537019387290487
1537019415290487,352769401489998,1537019387290487
1537019417290487,352769409489998,1537019387290487
1537019418290487,352769452489998,1537019387290487
1537019423290487,352769465489998,1537019387290487
1537019427290487,352769591489998,1537019387290487
1537019449290487,992948031290487,1537019387290487
1537019451290487,352769809489998,1537019387290487
1537019262290487,559740535126144,1537019260290487
1537019279290487,352769531489998,1537019260290487
1537019326290487,352769603489998,1537019260290487
1537019327290487,352769516489998,1537019260290487
1537019329290487,781816990290487,1537019260290487
1537019332290487,781817002290487,1537019260290487
1537019336290487,781817020290487,1537019260290487
1537019346290487,992948010290487,1537019260290487
1537019355290487,992948061290487,1537019260290487
1537019359290487,352769461489998,1537019260290487
1537019366290487,559740579126144,1537019364290487
1537019367290487,559740581126144,1537019364290487
1537019370290487,352769586489998,1537019364290487
1537019376290487,352769538489998,1537019364290487
1537019382290487,992948016290487,1537019364290487
1537019470290487,352769733489998,1537019469290487
1537019473290487,559740549126144,1537019469290487
1537019489290487,352769590489998,1537019469290487
1537019490290487,352769597489998,1537019469290487
1537019493290487,352769389489998,1537019469290487
1537019525290487,992948040290487,1537019469290487
1537019533290487,352769746489998,1537019532290487
1537019540290487,559740555126144,1537019532290487
1537019541290487,352769515489998,1537019532290487
1537019543290487,352769525489998,1537019532290487
1537019564290487,352769453489998,1537019532290487
1537019567290487,352769463489998,1537019532290487
1537019593290487,781817058290487,1537019532290487
1537019595290487,781817064290487,1537019532290487
1537019600290487,992948022290487,1537019532290487
1537019610290487,352769731489998,1537019532290487
1537019623290487,559740581126144,1537019620290487
1537019635290487,992948007290487,1537019620290487
1537019788290487,559740573126144,1537019780290487
1537019792290487,559740567126144,1537019780290487
1537019805290487,352769391489998,1537019780290487
1537019806290487,352769392489998,1537019780290487
1537019814290487,352769460489998,1537019780290487
1537019826290487,781817028290487,1537019780290487
1537019835290487,992948037290487,1537019780290487
1537019837290487,992948052290487,1537019780290487
1537019844290487,352769809489998,1537019780290487
1537019677290487,352769746489998,1537019676290487
1537019683290487,559740571126144,1537019676290487
1537019685290487,559740577126144,1537019676290487
1537019692290487,352769525489998,1537019676290487
1537019698290487,352769536489998,1537019676290487
1537019701290487,352769542489998,1537019676290487
1537019706290487,352769601489998,1537019676290487
1537019707290487,352769602489998,1537019676290487
1537019739290487,352769469489998,1537019676290487
1537019767290487,992948028290487,1537019676290487
1537019770290487,992948049290487,1537019676290487
1537019653290487,352769605489998,1537019646290487
1537019663290487,992948007290487,1537019646290487
1537019665290487,992948070290487,1537019646290487
